time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1714762820919883300,4636.928883300781,45,0.2573469579219818,1.1974005699157715,10.069999694824219,1.2361358404159546,92.55618286132812,136.3000030517578,-77.6770401,43.0853132
1714762821418003000,4637.427002929688,45,0.22206546366214752,1.1974005699157715,10.060999870300293,1.2456169128417969,91.19937133789062,136.3000030517578,-77.6770323,43.0853126
1714762821954035700,4637.963035644531,45,0.25873076915740967,1.357593059539795,10.062999725341797,1.2440130710601807,91.49480438232422,136.3000030517578,-77.6770237,43.0853122
1714762822413812200,4638.42281225586,45,0.24972471594810486,1.357593059539795,10.071999549865723,1.2902593612670898,91.52892303466797,136.3000030517578,-77.6770158,43.0853118
1714762822973193500,4638.982193359375,45,0.2749946713447571,1.357593059539795,10.109000205993652,1.2953482866287231,92.5440444946289,136.3000030517578,-77.677006,43.0853114
1714762823417019000,4639.426018798828,45,0.22851526737213135,1.4053518772125244,10.192000389099121,1.3118747472763062,97.68342590332031,136.3000030517578,-77.676999,43.0853113
1714762823463568600,4639.472568603515,45,0.26029616594314575,1.4053518772125244,10.192000389099121,1.321042776107788,98.51055145263672,136.3000030517578,-77.6769989,43.0853112
1714762824014586400,4640.023586425781,45,0.28587207198143005,1.4053518772125244,10.28499984741211,1.294988751411438,113.37744903564453,136.3000030517578,-77.6769914,43.0853096
1714762824352391200,4640.361391113282,45,0.28587207198143005,1.4053518772125244,10.37600040435791,1.3190721273422241,132.01669311523438,136.3000030517578,-77.6769876,43.0853071
1714762825193318100,4641.202318115234,45,0.30971893668174744,1.3161765336990356,10.482000350952148,1.1691638231277466,191.18113708496094,131.3000030517578,-77.6769831,43.0852987
1714762825529924400,4641.538924316406,45,0.2558804452419281,1.3161765336990356,10.567999839782715,1.1654086112976074,226.39755249023438,131.3000030517578,-77.6769882,43.0852951
